series,iteration,request_bytes,response_bytes,nanoseconds
push 64 KiB,93,65536,45,5632444
push 64 KiB,94,65536,45,4646234
push 64 KiB,95,65536,45,4601087
push 64 KiB,96,65536,45,4194281
push 64 KiB,97,65536,45,4984528
push 64 KiB,98,65536,45,4038759
push 64 KiB,99,65536,45,3910828
push 64 KiB,100,65536,45,3989145
push 64 KiB,101,65536,45,4705493
push 64 KiB,102,65536,45,5072008
push 64 KiB,103,65536,45,5180611
push 64 KiB,104,65536,45,4098477
push 64 KiB,105,65536,45,3728617
push 64 KiB,106,65536,45,6537503
push 64 KiB,107,65536,45,8013142
push 64 KiB,108,65536,45,6156215
push 64 KiB,109,65536,45,5349412
push 64 KiB,110,65536,45,4120120
push 64 KiB,111,65536,45,5532996
push 64 KiB,112,65536,45,5068554
push 64 KiB,113,65536,45,4775457
push 64 KiB,114,65536,45,6266058
push 64 KiB,115,65536,45,4950798
push 64 KiB,116,65536,45,6059942
push 64 KiB,117,65536,45,4656499
push 64 KiB,118,65536,45,3804220
push 64 KiB,119,65536,45,4964078
push 64 KiB,120,65536,45,5533527
push 64 KiB,121,65536,45,4625764
push 64 KiB,122,65536,45,4954233
push 64 KiB,123,65536,45,4233419
push 64 KiB,124,65536,45,4596600
push 64 KiB,125,65536,45,4047713
push 64 KiB,126,65536,45,4073460
push 64 KiB,127,65536,45,4667406
push 64 KiB,128,65536,45,8448461
push 64 KiB,129,65536,45,3813864
push 64 KiB,130,65536,45,3070045
push 64 KiB,131,65536,45,3663610
push 64 KiB,132,65536,45,4721306
push 64 KiB,133,65536,45,4775837
push 64 KiB,134,65536,45,5269523
push 64 KiB,135,65536,45,5490743
push 64 KiB,136,65536,45,4857910
push 64 KiB,137,65536,45,4149093
push 64 KiB,138,65536,45,4576070
push 64 KiB,139,65536,45,4282012
push 64 KiB,140,65536,45,4648698
push 64 KiB,141,65536,45,3268411
push 64 KiB,142,65536,45,7665133
push 64 KiB,143,65536,45,12447841
push 64 KiB,144,65536,45,3879652
push 64 KiB,145,65536,45,5142184
push 64 KiB,146,65536,45,2755156
push 64 KiB,147,65536,45,4215152
push 64 KiB,148,65536,45,5063056
push 64 KiB,149,65536,45,2567946
push 64 KiB,150,65536,45,5160731
push 64 KiB,151,65536,45,4295973
push 64 KiB,152,65536,45,6017438
push 64 KiB,153,65536,45,8053523
push 64 KiB,154,65536,45,4264866
push 64 KiB,155,65536,45,4628347
push 64 KiB,156,65536,45,4058278
push 64 KiB,157,65536,45,5072099
push 64 KiB,158,65536,45,3544753
push 64 KiB,159,65536,45,3846883
push 64 KiB,160,65536,45,3798441
push 64 KiB,161,65536,45,3051417
push 64 KiB,162,65536,45,5266709
push 64 KiB,163,65536,45,4525074
push 64 KiB,164,65536,45,3908986
push 64 KiB,165,65536,45,3463702
push 64 KiB,166,65536,45,3756859
push 64 KiB,167,65536,45,3911469
push 64 KiB,168,65536,45,4235483
push 64 KiB,169,65536,45,3801756
push 64 KiB,170,65536,45,4106120
push 64 KiB,171,65536,45,4504894
push 64 KiB,172,65536,45,3899140
push 64 KiB,173,65536,45,4887304
push 64 KiB,174,65536,45,9752655
push 64 KiB,175,65536,45,6135874
push 64 KiB,176,65536,45,4794686
push 64 KiB,177,65536,45,5996587
push 64 KiB,178,65536,45,4534357
push 64 KiB,179,65536,45,5158528
push 64 KiB,180,65536,45,4049525
push 64 KiB,181,65536,45,5323464
push 64 KiB,182,65536,45,4044267
push 64 KiB,183,65536,45,6394179
push 64 KiB,184,65536,45,6271947
push 64 KiB,185,65536,45,5510192
push 64 KiB,186,65536,45,4395952
push 64 KiB,187,65536,45,4170045
push 64 KiB,188,65536,45,4473237
push 64 KiB,189,65536,45,4598824
push 64 KiB,190,65536,45,5043356
push 64 KiB,191,65536,45,3663830
push 64 KiB,192,65536,45,4251186
push 64 KiB,193,65536,45,4125538
push 64 KiB,194,65536,45,4388881
push 64 KiB,195,65536,45,7480568
push 64 KiB,196,65536,45,5003256
push 64 KiB,197,65536,45,8839834
push 64 KiB,198,65536,45,4323133
push 64 KiB,199,65536,45,5059771
echo 64 KiB,0,65536,65546,5932201
echo 64 KiB,1,65536,65546,6803459
echo 64 KiB,2,65536,65546,9339449
echo 64 KiB,3,65536,65546,6763169
echo 64 KiB,4,65536,65546,5126180
echo 64 KiB,5,65536,65546,4183454
echo 64 KiB,6,65536,65546,6476252
echo 64 KiB,7,65536,65546,6310525
echo 64 KiB,8,65536,65546,8683230
echo 64 KiB,9,65536,65546,9771993
echo 64 KiB,10,65536,65546,6503723
echo 64 KiB,11,65536,65546,5254601
echo 64 KiB,12,65536,65546,6771191
echo 64 KiB,13,65536,65546,6651403
echo 64 KiB,14,65536,65546,6574177
echo 64 KiB,15,65536,65546,6695178
echo 64 KiB,16,65536,65546,5191007
echo 64 KiB,17,65536,65546,8584744
echo 64 KiB,18,65536,65546,8148344
echo 64 KiB,19,65536,65546,10958312
echo 64 KiB,20,65536,65546,14281844
echo 64 KiB,21,65536,65546,8840755
echo 64 KiB,22,65536,65546,13970260
echo 64 KiB,23,65536,65546,6200000
echo 64 KiB,24,65536,65546,5817249
echo 64 KiB,25,65536,65546,5932821
echo 64 KiB,26,65536,65546,10404596
echo 64 KiB,27,65536,65546,6618393
echo 64 KiB,28,65536,65546,7470944
echo 64 KiB,29,65536,65546,6053602
echo 64 KiB,30,65536,65546,7201122
echo 64 KiB,31,65536,65546,7472556
echo 64 KiB,32,65536,65546,6856048
echo 64 KiB,33,65536,65546,5612465
echo 64 KiB,34,65536,65546,8379688
echo 64 KiB,35,65536,65546,5352578
echo 64 KiB,36,65536,65546,7084598
echo 64 KiB,37,65536,65546,6771993
echo 64 KiB,38,65536,65546,6705103
echo 64 KiB,39,65536,65546,6330154
echo 64 KiB,40,65536,65546,5600907
echo 64 KiB,41,65536,65546,5764010
echo 64 KiB,42,65536,65546,5586917
echo 64 KiB,43,65536,65546,8318918
echo 64 KiB,44,65536,65546,8565376
echo 64 KiB,45,65536,65546,5409723
echo 64 KiB,46,65536,65546,5225738
echo 64 KiB,47,65536,65546,5567176
echo 64 KiB,48,65536,65546,4486487
echo 64 KiB,49,65536,65546,5482982
echo 64 KiB,50,65536,65546,5424575
echo 64 KiB,51,65536,65546,9195414
echo 64 KiB,52,65536,65546,6490162
echo 64 KiB,53,65536,65546,7269684
echo 64 KiB,54,65536,65546,5666505
echo 64 KiB,55,65536,65546,7151428
echo 64 KiB,56,65536,65546,5323584
echo 64 KiB,57,65536,65546,5930819
echo 64 KiB,58,65536,65546,5100651
echo 64 KiB,59,65536,65546,8637403
echo 64 KiB,60,65536,65546,6223846
echo 64 KiB,61,65536,65546,7209634
echo 64 KiB,62,65536,65546,5756018
echo 64 KiB,63,65536,65546,5654878
echo 64 KiB,64,65536,65546,6182924
echo 64 KiB,65,65536,65546,6862867
echo 64 KiB,66,65536,65546,7328812
echo 64 KiB,67,65536,65546,8944900
echo 64 KiB,68,65536,65546,6195974
echo 64 KiB,69,65536,65546,6787415
echo 64 KiB,70,65536,65546,5494378
echo 64 KiB,71,65536,65546,5334710
echo 64 KiB,72,65536,65546,9043758
echo 64 KiB,73,65536,65546,8851171
echo 64 KiB,74,65536,65546,9037719
echo 64 KiB,75,65536,65546,9871722
echo 64 KiB,76,65536,65546,6556291
echo 64 KiB,77,65536,65546,7151848
echo 64 KiB,78,65536,65546,16245511
echo 64 KiB,79,65536,65546,5578223
echo 64 KiB,80,65536,65546,5424635
echo 64 KiB,81,65536,65546,4946081
echo 64 KiB,82,65536,65546,9151699
echo 64 KiB,83,65536,65546,4705252
echo 64 KiB,84,65536,65546,4536851
echo 64 KiB,85,65536,65546,5171717
echo 64 KiB,86,65536,65546,6031028
echo 64 KiB,87,65536,65546,6415821
echo 64 KiB,88,65536,65546,7285938
echo 64 KiB,89,65536,65546,8814557
echo 64 KiB,90,65536,65546,5520668
echo 64 KiB,91,65536,65546,4113120
echo 64 KiB,92,65536,65546,5749869
echo 64 KiB,93,65536,65546,5455711
echo 64 KiB,94,65536,65546,5722438
echo 64 KiB,95,65536,65546,6184857
echo 64 KiB,96,65536,65546,5570833
echo 64 KiB,97,65536,65546,4861626
echo 64 KiB,98,65536,65546,7567738
echo 64 KiB,99,65536,65546,5925631
echo 64 KiB,100,65536,65546,4671242
echo 64 KiB,101,65536,65546,3926922
echo 64 KiB,102,65536,65546,4882176
echo 64 KiB,103,65536,65546,3785722
echo 64 KiB,104,65536,65546,5536160
echo 64 KiB,105,65536,65546,5585894
echo 64 KiB,106,65536,65546,8980604
echo 64 KiB,107,65536,65546,7425366
echo 64 KiB,108,65536,65546,6751011
echo 64 KiB,109,65536,65546,7420039
echo 64 KiB,110,65536,65546,6980654
echo 64 KiB,111,65536,65546,6838802
echo 64 KiB,112,65536,65546,6570422
echo 64 KiB,113,65536,65546,6713675
echo 64 KiB,114,65536,65546,13011211
echo 64 KiB,115,65536,65546,7556701
echo 64 KiB,116,65536,65546,6930769
echo 64 KiB,117,65536,65546,7189044
echo 64 KiB,118,65536,65546,7436793
echo 64 KiB,119,65536,65546,6768297
echo 64 KiB,120,65536,65546,6654567
echo 64 KiB,121,65536,65546,5431966
echo 64 KiB,122,65536,65546,7473348
echo 64 KiB,123,65536,65546,5522420
echo 64 KiB,124,65536,65546,6734868
echo 64 KiB,125,65536,65546,4944880
echo 64 KiB,126,65536,65546,6797701
echo 64 KiB,127,65536,65546,5498294
echo 64 KiB,128,65536,65546,6073071
echo 64 KiB,129,65536,65546,5730581
echo 64 KiB,130,65536,65546,8021464
echo 64 KiB,131,65536,65546,10942558
echo 64 KiB,132,65536,65546,8227411
echo 64 KiB,133,65536,65546,10460609
echo 64 KiB,134,65536,65546,7206600
echo 64 KiB,135,65536,65546,7078218
echo 64 KiB,136,65536,65546,5706915
echo 64 KiB,137,65536,65546,5987583
echo 64 KiB,138,65536,65546,5551423
echo 64 KiB,139,65536,65546,8386038
echo 64 KiB,140,65536,65546,4687125
echo 64 KiB,141,65536,65546,5702358
echo 64 KiB,142,65536,65546,5501549
echo 64 KiB,143,65536,65546,4926642
echo 64 KiB,144,65536,65546,4708256
echo 64 KiB,145,65536,65546,4614537
echo 64 KiB,146,65536,65546,4737861
echo 64 KiB,147,65536,65546,8631975
echo 64 KiB,148,65536,65546,8413608
echo 64 KiB,149,65536,65546,8177417
echo 64 KiB,150,65536,65546,5879613
echo 64 KiB,151,65536,65546,6916868
echo 64 KiB,152,65536,65546,6641088
echo 64 KiB,153,65536,65546,7181813
echo 64 KiB,154,65536,65546,7810791
echo 64 KiB,155,65536,65546,9436033
echo 64 KiB,156,65536,65546,7451816
echo 64 KiB,157,65536,65546,10419508
echo 64 KiB,158,65536,65546,7519506
echo 64 KiB,159,65536,65546,6106831
echo 64 KiB,160,65536,65546,6099580
echo 64 KiB,161,65536,65546,5345607
echo 64 KiB,162,65536,65546,6129505
echo 64 KiB,163,65536,65546,11627408
echo 64 KiB,164,65536,65546,7813495
echo 64 KiB,165,65536,65546,5896518
echo 64 KiB,166,65536,65546,4887484
echo 64 KiB,167,65536,65546,5317745
echo 64 KiB,168,65536,65546,5455731
echo 64 KiB,169,65536,65546,3677220
echo 64 KiB,170,65536,65546,11621730
echo 64 KiB,171,65536,65546,4339958
echo 64 KiB,172,65536,65546,5632654
echo 64 KiB,173,65536,65546,5950898
echo 64 KiB,174,65536,65546,5518264
echo 64 KiB,175,65536,65546,8350595
echo 64 KiB,176,65536,65546,5732513
echo 64 KiB,177,65536,65546,4305627
echo 64 KiB,178,65536,65546,9208043
echo 64 KiB,179,65536,65546,6164427
echo 64 KiB,180,65536,65546,5587167
echo 64 KiB,181,65536,65546,4995715
echo 64 KiB,182,65536,65546,6332337
echo 64 KiB,183,65536,65546,5809077
echo 64 KiB,184,65536,65546,7858252
echo 64 KiB,185,65536,65546,5358115
echo 64 KiB,186,65536,65546,6421099
echo 64 KiB,187,65536,65546,8535150
echo 64 KiB,188,65536,65546,8767366
echo 64 KiB,189,65536,65546,6908636
echo 64 KiB,190,65536,65546,9067093
echo 64 KiB,191,65536,65546,6699184
echo 64 KiB,192,65536,65546,10659816
echo 64 KiB,193,65536,65546,7494990
echo 64 KiB,194,65536,65546,8892072
echo 64 KiB,195,65536,65546,7702419
echo 64 KiB,196,65536,65546,6427659
echo 64 KiB,197,65536,65546,8842508
echo 64 KiB,198,65536,65546,8950770
echo 64 KiB,199,65536,65546,12023648
