series,iteration,request_bytes,response_bytes,nanoseconds
push 2 KiB,187,2048,45,1117926
push 2 KiB,188,2048,45,865740
push 2 KiB,189,2048,45,1069534
push 2 KiB,190,2048,45,946721
push 2 KiB,191,2048,45,695346
push 2 KiB,192,2048,45,933150
push 2 KiB,193,2048,45,856577
push 2 KiB,194,2048,45,665583
push 2 KiB,195,2048,45,734595
push 2 KiB,196,2048,45,698050
push 2 KiB,197,2048,45,750949
push 2 KiB,198,2048,45,848164
push 2 KiB,199,2048,45,801054
echo 2 KiB,0,2048,2058,899070
echo 2 KiB,1,2048,2058,724901
echo 2 KiB,2,2048,2058,755346
echo 2 KiB,3,2048,2058,766933
echo 2 KiB,4,2048,2058,810538
echo 2 KiB,5,2048,2058,611782
echo 2 KiB,6,2048,2058,762046
echo 2 KiB,7,2048,2058,1014402
echo 2 KiB,8,2048,2058,1341019
echo 2 KiB,9,2048,2058,913151
echo 2 KiB,10,2048,2058,877498
echo 2 KiB,11,2048,2058,1078067
echo 2 KiB,12,2048,2058,865360
echo 2 KiB,13,2048,2058,673383
echo 2 KiB,14,2048,2058,762487
echo 2 KiB,15,2048,2058,941262
echo 2 KiB,16,2048,2058,875415
echo 2 KiB,17,2048,2058,950807
echo 2 KiB,18,2048,2058,872861
echo 2 KiB,19,2048,2058,1212006
echo 2 KiB,20,2048,2058,842255
echo 2 KiB,21,2048,2058,751500
echo 2 KiB,22,2048,2058,973801
echo 2 KiB,23,2048,2058,766612
echo 2 KiB,24,2048,2058,816707
echo 2 KiB,25,2048,2058,848574
echo 2 KiB,26,2048,2058,807093
echo 2 KiB,27,2048,2058,932991
echo 2 KiB,28,2048,2058,1192887
echo 2 KiB,29,2048,2058,1039990
echo 2 KiB,30,2048,2058,881654
echo 2 KiB,31,2048,2058,1002474
echo 2 KiB,32,2048,2058,736297
echo 2 KiB,33,2048,2058,706492
echo 2 KiB,34,2048,2058,1143714
echo 2 KiB,35,2048,2058,1270734
echo 2 KiB,36,2048,2058,908805
echo 2 KiB,37,2048,2058,958569
echo 2 KiB,38,2048,2058,983626
echo 2 KiB,39,2048,2058,799322
echo 2 KiB,40,2048,2058,816978
echo 2 KiB,41,2048,2058,843477
echo 2 KiB,42,2048,2058,739292
echo 2 KiB,43,2048,2058,1117635
echo 2 KiB,44,2048,2058,854263
echo 2 KiB,45,2048,2058,992779
echo 2 KiB,46,2048,2058,871899
echo 2 KiB,47,2048,2058,793272
echo 2 KiB,48,2048,2058,960762
echo 2 KiB,49,2048,2058,1011167
echo 2 KiB,50,2048,2058,1051488
echo 2 KiB,51,2048,2058,856506
echo 2 KiB,52,2048,2058,1436882
echo 2 KiB,53,2048,2058,884027
echo 2 KiB,54,2048,2058,755836
echo 2 KiB,55,2048,2058,1117005
echo 2 KiB,56,2048,2058,831569
echo 2 KiB,57,2048,2058,1002775
echo 2 KiB,58,2048,2058,750068
echo 2 KiB,59,2048,2058,903527
echo 2 KiB,60,2048,2058,1011487
echo 2 KiB,61,2048,2058,850287
echo 2 KiB,62,2048,2058,845030
echo 2 KiB,63,2048,2058,1077435
echo 2 KiB,64,2048,2058,942073
echo 2 KiB,65,2048,2058,1140921
echo 2 KiB,66,2048,2058,818060
echo 2 KiB,67,2048,2058,921474
echo 2 KiB,68,2048,2058,952810
echo 2 KiB,69,2048,2058,956265
echo 2 KiB,70,2048,2058,1107721
echo 2 KiB,71,2048,2058,906050
echo 2 KiB,72,2048,2058,736417
echo 2 KiB,73,2048,2058,796477
echo 2 KiB,74,2048,2058,779982
echo 2 KiB,75,2048,2058,820553
echo 2 KiB,76,2048,2058,850788
echo 2 KiB,77,2048,2058,4098678
echo 2 KiB,78,2048,2058,1703800
echo 2 KiB,79,2048,2058,1408138
echo 2 KiB,80,2048,2058,1250464
echo 2 KiB,81,2048,2058,997667
echo 2 KiB,82,2048,2058,1190274
echo 2 KiB,83,2048,2058,1191626
echo 2 KiB,84,2048,2058,1003305
echo 2 KiB,85,2048,2058,1299847
echo 2 KiB,86,2048,2058,751770
echo 2 KiB,87,2048,2058,767073
echo 2 KiB,88,2048,2058,1225106
echo 2 KiB,89,2048,2058,1476561
echo 2 KiB,90,2048,2058,1332716
echo 2 KiB,91,2048,2058,1350002
echo 2 KiB,92,2048,2058,1027831
echo 2 KiB,93,2048,2058,1532785
echo 2 KiB,94,2048,2058,1232387
echo 2 KiB,95,2048,2058,1400398
echo 2 KiB,96,2048,2058,1024337
echo 2 KiB,97,2048,2058,1412335
echo 2 KiB,98,2048,2058,1311034
echo 2 KiB,99,2048,2058,1330583
echo 2 KiB,100,2048,2058,1001122
echo 2 KiB,101,2048,2058,1124275
echo 2 KiB,102,2048,2058,1111687
echo 2 KiB,103,2048,2058,1006670
echo 2 KiB,104,2048,2058,955244
echo 2 KiB,105,2048,2058,1577401
echo 2 KiB,106,2048,2058,1031978
echo 2 KiB,107,2048,2058,1009194
echo 2 KiB,108,2048,2058,1341399
echo 2 KiB,109,2048,2058,1067792
echo 2 KiB,110,2048,2058,1202091
echo 2 KiB,111,2048,2058,1173849
echo 2 KiB,112,2048,2058,970987
echo 2 KiB,113,2048,2058,961814
echo 2 KiB,114,2048,2058,850557
echo 2 KiB,115,2048,2058,1265726
echo 2 KiB,116,2048,2058,1092698
echo 2 KiB,117,2048,2058,933131
echo 2 KiB,118,2048,2058,953982
echo 2 KiB,119,2048,2058,948944
echo 2 KiB,120,2048,2058,1308360
echo 2 KiB,121,2048,2058,837418
echo 2 KiB,122,2048,2058,888153
echo 2 KiB,123,2048,2058,1150144
echo 2 KiB,124,2048,2058,1102773
echo 2 KiB,125,2048,2058,831740
echo 2 KiB,126,2048,2058,907382
echo 2 KiB,127,2048,2058,944998
echo 2 KiB,128,2048,2058,875945
echo 2 KiB,129,2048,2058,681996
echo 2 KiB,130,2048,2058,1102533
echo 2 KiB,131,2048,2058,730309
echo 2 KiB,132,2048,2058,941863
echo 2 KiB,133,2048,2058,1015133
echo 2 KiB,134,2048,2058,883447
echo 2 KiB,135,2048,2058,1067021
echo 2 KiB,136,2048,2058,1098787
echo 2 KiB,137,2048,2058,1378484
echo 2 KiB,138,2048,2058,1319336
echo 2 KiB,139,2048,2058,945209
echo 2 KiB,140,2048,2058,1021092
echo 2 KiB,141,2048,2058,973560
echo 2 KiB,142,2048,2058,1272667
echo 2 KiB,143,2048,2058,902104
echo 2 KiB,144,2048,2058,938549
echo 2 KiB,145,2048,2058,838410
echo 2 KiB,146,2048,2058,1134872
echo 2 KiB,147,2048,2058,938549
echo 2 KiB,148,2048,2058,1000771
echo 2 KiB,149,2048,2058,931819
echo 2 KiB,150,2048,2058,827022
echo 2 KiB,151,2048,2058,735316
echo 2 KiB,152,2048,2058,837468
echo 2 KiB,153,2048,2058,906061
echo 2 KiB,154,2048,2058,753903
echo 2 KiB,155,2048,2058,1234820
echo 2 KiB,156,2048,2058,781104
echo 2 KiB,157,2048,2058,897237
echo 2 KiB,158,2048,2058,1044296
echo 2 KiB,159,2048,2058,953832
echo 2 KiB,160,2048,2058,1011959
echo 2 KiB,161,2048,2058,934613
echo 2 KiB,162,2048,2058,975774
echo 2 KiB,163,2048,2058,878800
echo 2 KiB,164,2048,2058,857979
echo 2 KiB,165,2048,2058,703489
echo 2 KiB,166,2048,2058,888404
echo 2 KiB,167,2048,2058,941153
echo 2 KiB,168,2048,2058,876716
echo 2 KiB,169,2048,2058,672513
echo 2 KiB,170,2048,2058,680915
echo 2 KiB,171,2048,2058,707544
echo 2 KiB,172,2048,2058,887663
echo 2 KiB,173,2048,2058,919060
echo 2 KiB,174,2048,2058,836857
echo 2 KiB,175,2048,2058,995994
echo 2 KiB,176,2048,2058,1108873
echo 2 KiB,177,2048,2058,594396
echo 2 KiB,178,2048,2058,976516
echo 2 KiB,179,2048,2058,1103284
echo 2 KiB,180,2048,2058,836337
echo 2 KiB,181,2048,2058,972269
echo 2 KiB,182,2048,2058,1136504
echo 2 KiB,183,2048,2058,1038337
echo 2 KiB,184,2048,2058,895865
echo 2 KiB,185,2048,2058,873782
echo 2 KiB,186,2048,2058,949525
echo 2 KiB,187,2048,2058,947242
echo 2 KiB,188,2048,2058,945990
echo 2 KiB,189,2048,2058,1386957
echo 2 KiB,190,2048,2058,1254900
echo 2 KiB,191,2048,2058,775836
echo 2 KiB,192,2048,2058,944968
echo 2 KiB,193,2048,2058,693844
echo 2 KiB,194,2048,2058,866011
echo 2 KiB,195,2048,2058,1115262
echo 2 KiB,196,2048,2058,1053329
echo 2 KiB,197,2048,2058,1081452
echo 2 KiB,198,2048,2058,915134
echo 2 KiB,199,2048,2058,981483
push 64 KiB,0,65536,45,4595689
push 64 KiB,1,65536,45,3807385
push 64 KiB,2,65536,45,3080150
push 64 KiB,3,65536,45,3779823
push 64 KiB,4,65536,45,3466226
push 64 KiB,5,65536,45,4474498
push 64 KiB,6,65536,45,3243945
push 64 KiB,7,65536,45,6261371
push 64 KiB,8,65536,45,4382431
push 64 KiB,9,65536,45,4611192
push 64 KiB,10,65536,45,3637591
push 64 KiB,11,65536,45,11393781
push 64 KiB,12,65536,45,4836277
push 64 KiB,13,65536,45,4526105
push 64 KiB,14,65536,45,3751441
push 64 KiB,15,65536,45,3538103
push 64 KiB,16,65536,45,21146956
push 64 KiB,17,65536,45,5552475
push 64 KiB,18,65536,45,5811320
push 64 KiB,19,65536,45,7196606
push 64 KiB,20,65536,45,4092479
push 64 KiB,21,65536,45,5159159
push 64 KiB,22,65536,45,4956477
push 64 KiB,23,65536,45,4456601
push 64 KiB,24,65536,45,4613726
push 64 KiB,25,65536,45,4231236
push 64 KiB,26,65536,45,5222934
push 64 KiB,27,65536,45,3466767
push 64 KiB,28,65536,45,4751702
push 64 KiB,29,65536,45,4283724
push 64 KiB,30,65536,45,2959420
push 64 KiB,31,65536,45,3414529
push 64 KiB,32,65536,45,4333879
push 64 KiB,33,65536,45,7205308
push 64 KiB,34,65536,45,4674807
push 64 KiB,35,65536,45,5167411
push 64 KiB,36,65536,45,4134882
push 64 KiB,37,65536,45,4058158
push 64 KiB,38,65536,45,8481189
push 64 KiB,39,65536,45,3347670
push 64 KiB,40,65536,45,6319418
push 64 KiB,41,65536,45,5074132
push 64 KiB,42,65536,45,4921154
push 64 KiB,43,65536,45,5265777
push 64 KiB,44,65536,45,5639785
push 64 KiB,45,65536,45,5750029
push 64 KiB,46,65536,45,6204507
push 64 KiB,47,65536,45,5447328
push 64 KiB,48,65536,45,7367530
push 64 KiB,49,65536,45,5685203
push 64 KiB,50,65536,45,5418015
push 64 KiB,51,65536,45,5175874
push 64 KiB,52,65536,45,14807318
push 64 KiB,53,65536,45,4364565
push 64 KiB,54,65536,45,7054052
push 64 KiB,55,65536,45,5499005
push 64 KiB,56,65536,45,5684512
push 64 KiB,57,65536,45,3603109
push 64 KiB,58,65536,45,7169014
push 64 KiB,59,65536,45,8020153
push 64 KiB,60,65536,45,5103807
push 64 KiB,61,65536,45,5949797
push 64 KiB,62,65536,45,4568599
push 64 KiB,63,65536,45,5683410
push 64 KiB,64,65536,45,5946081
push 64 KiB,65,65536,45,5810529
push 64 KiB,66,65536,45,4940914
push 64 KiB,67,65536,45,5644753
push 64 KiB,68,65536,45,5204496
push 64 KiB,69,65536,45,7135965
push 64 KiB,70,65536,45,5051769
push 64 KiB,71,65536,45,3922566
push 64 KiB,72,65536,45,4184516
push 64 KiB,73,65536,45,4299618
push 64 KiB,74,65536,45,4922777
push 64 KiB,75,65536,45,3609089
push 64 KiB,76,65536,45,4129314
push 64 KiB,77,65536,45,4347149
push 64 KiB,78,65536,45,4149223
push 64 KiB,79,65536,45,8475121
push 64 KiB,80,65536,45,5325897
push 64 KiB,81,65536,45,7386188
push 64 KiB,82,65536,45,4904269
push 64 KiB,83,65536,45,3978459
push 64 KiB,84,65536,45,4268822
push 64 KiB,85,65536,45,4602099
push 64 KiB,86,65536,45,5544243
push 64 KiB,87,65536,45,5530171
push 64 KiB,88,65536,45,4324114
push 64 KiB,89,65536,45,4537272
push 64 KiB,90,65536,45,4084377
push 64 KiB,91,65536,45,5681898
push 64 KiB,92,65536,45,5972851
push 64 KiB,93,65536,45,4284415
push 64 KiB,94,65536,45,4258306
