series,iteration,request_bytes,response_bytes,nanoseconds
push 64 KiB,98,65536,45,4314620
push 64 KiB,99,65536,45,4152579
push 64 KiB,100,65536,45,3758702
push 64 KiB,101,65536,45,4624101
push 64 KiB,102,65536,45,13619086
push 64 KiB,103,65536,45,8988927
push 64 KiB,104,65536,45,4318085
push 64 KiB,105,65536,45,2377383
push 64 KiB,106,65536,45,2977036
push 64 KiB,107,65536,45,3582229
push 64 KiB,108,65536,45,3609209
push 64 KiB,109,65536,45,4931720
push 64 KiB,110,65536,45,6295953
push 64 KiB,111,65536,45,4632023
push 64 KiB,112,65536,45,3207330
push 64 KiB,113,65536,45,4313549
push 64 KiB,114,65536,45,4858241
push 64 KiB,115,65536,45,3017677
push 64 KiB,116,65536,45,4642348
push 64 KiB,117,65536,45,4204646
push 64 KiB,118,65536,45,4775737
push 64 KiB,119,65536,45,3659454
push 64 KiB,120,65536,45,3576900
push 64 KiB,121,65536,45,4178447
push 64 KiB,122,65536,45,3591522
push 64 KiB,123,65536,45,6756950
push 64 KiB,124,65536,45,4319197
push 64 KiB,125,65536,45,4479366
push 64 KiB,126,65536,45,3344033
push 64 KiB,127,65536,45,4570752
push 64 KiB,128,65536,45,5015264
push 64 KiB,129,65536,45,4782668
push 64 KiB,130,65536,45,7197737
push 64 KiB,131,65536,45,6398556
push 64 KiB,132,65536,45,3785651
push 64 KiB,133,65536,45,6160271
push 64 KiB,134,65536,45,4678873
push 64 KiB,135,65536,45,4536731
push 64 KiB,136,65536,45,5983147
push 64 KiB,137,65536,45,5147261
push 64 KiB,138,65536,45,6164286
push 64 KiB,139,65536,45,4984168
push 64 KiB,140,65536,45,4064196
push 64 KiB,141,65536,45,5658994
push 64 KiB,142,65536,45,4449110
push 64 KiB,143,65536,45,4117777
push 64 KiB,144,65536,45,4185357
push 64 KiB,145,65536,45,4637130
push 64 KiB,146,65536,45,5503162
push 64 KiB,147,65536,45,4780514
push 64 KiB,148,65536,45,4618263
push 64 KiB,149,65536,45,9866684
push 64 KiB,150,65536,45,5035534
push 64 KiB,151,65536,45,5500358
push 64 KiB,152,65536,45,5314581
push 64 KiB,153,65536,45,4531032
push 64 KiB,154,65536,45,6221342
push 64 KiB,155,65536,45,5453888
push 64 KiB,156,65536,45,6714186
push 64 KiB,157,65536,45,5283154
push 64 KiB,158,65536,45,6041394
push 64 KiB,159,65536,45,4810048
push 64 KiB,160,65536,45,4746074
push 64 KiB,161,65536,45,5021864
push 64 KiB,162,65536,45,5461629
push 64 KiB,163,65536,45,4669710
push 64 KiB,164,65536,45,4665082
push 64 KiB,165,65536,45,3391774
push 64 KiB,166,65536,45,3476291
push 64 KiB,167,65536,45,4340038
push 64 KiB,168,65536,45,4356222
push 64 KiB,169,65536,45,3755727
push 64 KiB,170,65536,45,5443072
push 64 KiB,171,65536,45,3620145
push 64 KiB,172,65536,45,3585544
push 64 KiB,173,65536,45,3330874
push 64 KiB,174,65536,45,5095904
push 64 KiB,175,65536,45,6009847
push 64 KiB,176,65536,45,5169795
push 64 KiB,177,65536,45,7507188
push 64 KiB,178,65536,45,5451054
push 64 KiB,179,65536,45,4589029
push 64 KiB,180,65536,45,4461809
push 64 KiB,181,65536,45,4346418
push 64 KiB,182,65536,45,4806072
push 64 KiB,183,65536,45,4094241
push 64 KiB,184,65536,45,4557652
push 64 KiB,185,65536,45,7431185
push 64 KiB,186,65536,45,4968084
push 64 KiB,187,65536,45,5241572
push 64 KiB,188,65536,45,4820664
push 64 KiB,189,65536,45,6077969
push 64 KiB,190,65536,45,5134472
push 64 KiB,191,65536,45,5390574
push 64 KiB,192,65536,45,5459416
push 64 KiB,193,65536,45,11986054
push 64 KiB,194,65536,45,7513568
push 64 KiB,195,65536,45,5317114
push 64 KiB,196,65536,45,4378645
push 64 KiB,197,65536,45,3230485
push 64 KiB,198,65536,45,4273469
push 64 KiB,199,65536,45,3746203
echo 64 KiB,0,65536,65546,8733525
echo 64 KiB,1,65536,65546,8221973
echo 64 KiB,2,65536,65546,6565955
echo 64 KiB,3,65536,65546,3985610
echo 64 KiB,4,65536,65546,10031240
echo 64 KiB,5,65536,65546,5768397
echo 64 KiB,6,65536,65546,4992240
echo 64 KiB,7,65536,65546,8078069
echo 64 KiB,8,65536,65546,10318538
echo 64 KiB,9,65536,65546,4164586
echo 64 KiB,10,65536,65546,6007493
echo 64 KiB,11,65536,65546,6394640
echo 64 KiB,12,65536,65546,16246152
echo 64 KiB,13,65536,65546,4687406
echo 64 KiB,14,65536,65546,6382442
echo 64 KiB,15,65536,65546,7038950
echo 64 KiB,16,65536,65546,7042385
echo 64 KiB,17,65536,65546,9484195
echo 64 KiB,18,65536,65546,13608030
echo 64 KiB,19,65536,65546,5662830
echo 64 KiB,20,65536,65546,8435542
echo 64 KiB,21,65536,65546,11453800
echo 64 KiB,22,65536,65546,8690461
echo 64 KiB,23,65536,65546,7666145
echo 64 KiB,24,65536,65546,8355763
echo 64 KiB,25,65536,65546,8751473
echo 64 KiB,26,65536,65546,4603581
echo 64 KiB,27,65536,65546,6338376
echo 64 KiB,28,65536,65546,4943808
echo 64 KiB,29,65536,65546,4816237
echo 64 KiB,30,65536,65546,6209654
echo 64 KiB,31,65536,65546,6214291
echo 64 KiB,32,65536,65546,4894123
echo 64 KiB,33,65536,65546,5191727
echo 64 KiB,34,65536,65546,9717673
echo 64 KiB,35,65536,65546,7312918
echo 64 KiB,36,65536,65546,6388672
echo 64 KiB,37,65536,65546,12427801
echo 64 KiB,38,65536,65546,9298137
echo 64 KiB,39,65536,65546,4841826
echo 64 KiB,40,65536,65546,4580897
echo 64 KiB,41,65536,65546,4423583
echo 64 KiB,42,65536,65546,3911709
echo 64 KiB,43,65536,65546,5057687
echo 64 KiB,44,65536,65546,4209904
echo 64 KiB,45,65536,65546,4527508
echo 64 KiB,46,65536,65546,4461849
echo 64 KiB,47,65536,65546,4618943
echo 64 KiB,48,65536,65546,5002436
echo 64 KiB,49,65536,65546,16090820
echo 64 KiB,50,65536,65546,4671482
echo 64 KiB,51,65536,65546,5067793
echo 64 KiB,52,65536,65546,7461229
echo 64 KiB,53,65536,65546,5236454
echo 64 KiB,54,65536,65546,7175203
echo 64 KiB,55,65536,65546,5579655
echo 64 KiB,56,65536,65546,9452136
echo 64 KiB,57,65536,65546,6629671
echo 64 KiB,58,65536,65546,8099731
echo 64 KiB,59,65536,65546,5628708
echo 64 KiB,60,65536,65546,3932271
echo 64 KiB,61,65536,65546,4610982
echo 64 KiB,62,65536,65546,4067662
echo 64 KiB,63,65536,65546,7137907
echo 64 KiB,64,65536,65546,7769780
echo 64 KiB,65,65536,65546,6448300
echo 64 KiB,66,65536,65546,6349843
echo 64 KiB,67,65536,65546,18663975
echo 64 KiB,68,65536,65546,9808708
echo 64 KiB,69,65536,65546,5920864
echo 64 KiB,70,65536,65546,8644974
echo 64 KiB,71,65536,65546,6736550
echo 64 KiB,72,65536,65546,10003749
echo 64 KiB,73,65536,65546,8080052
echo 64 KiB,74,65536,65546,6492847
echo 64 KiB,75,65536,65546,10660828
echo 64 KiB,76,65536,65546,7391185
echo 64 KiB,77,65536,65546,7084469
echo 64 KiB,78,65536,65546,9906514
echo 64 KiB,79,65536,65546,8474840
echo 64 KiB,80,65536,65546,6811721
echo 64 KiB,81,65536,65546,7418986
echo 64 KiB,82,65536,65546,8210326
echo 64 KiB,83,65536,65546,7157467
echo 64 KiB,84,65536,65546,7927304
echo 64 KiB,85,65536,65546,5606836
echo 64 KiB,86,65536,65546,5713865
echo 64 KiB,87,65536,65546,9457775
echo 64 KiB,88,65536,65546,4617341
echo 64 KiB,89,65536,65546,6434099
echo 64 KiB,90,65536,65546,8579276
echo 64 KiB,91,65536,65546,7857680
echo 64 KiB,92,65536,65546,7611503
echo 64 KiB,93,65536,65546,6548028
echo 64 KiB,94,65536,65546,5806193
echo 64 KiB,95,65536,65546,5247521
echo 64 KiB,96,65536,65546,5737571
echo 64 KiB,97,65536,65546,7149014
echo 64 KiB,98,65536,65546,6935766
echo 64 KiB,99,65536,65546,10431196
echo 64 KiB,100,65536,65546,5653686
echo 64 KiB,101,65536,65546,6290534
echo 64 KiB,102,65536,65546,4510622
echo 64 KiB,103,65536,65546,7002255
echo 64 KiB,104,65536,65546,5435601
echo 64 KiB,105,65536,65546,6439246
echo 64 KiB,106,65536,65546,6399387
echo 64 KiB,107,65536,65546,7830610
echo 64 KiB,108,65536,65546,8153721
echo 64 KiB,109,65536,65546,7778792
echo 64 KiB,110,65536,65546,12741268
echo 64 KiB,111,65536,65546,11127703
echo 64 KiB,112,65536,65546,14016309
echo 64 KiB,113,65536,65546,10082456
echo 64 KiB,114,65536,65546,9976188
echo 64 KiB,115,65536,65546,7649120
echo 64 KiB,116,65536,65546,6125208
echo 64 KiB,117,65536,65546,7057347
echo 64 KiB,118,65536,65546,5746093
echo 64 KiB,119,65536,65546,9211788
echo 64 KiB,120,65536,65546,11996469
echo 64 KiB,121,65536,65546,8105189
echo 64 KiB,122,65536,65546,8738062
echo 64 KiB,123,65536,65546,9328383
echo 64 KiB,124,65536,65546,6519436
echo 64 KiB,125,65536,65546,5999841
echo 64 KiB,126,65536,65546,5684852
echo 64 KiB,127,65536,65546,7637913
echo 64 KiB,128,65536,65546,5351515
echo 64 KiB,129,65536,65546,6262603
echo 64 KiB,130,65536,65546,8576542
echo 64 KiB,131,65536,65546,6117497
echo 64 KiB,132,65536,65546,8945131
echo 64 KiB,133,65536,65546,5564633
echo 64 KiB,134,65536,65546,4209985
echo 64 KiB,135,65536,65546,4815957
echo 64 KiB,136,65536,65546,5280800
echo 64 KiB,137,65536,65546,4714536
echo 64 KiB,138,65536,65546,5148172
echo 64 KiB,139,65536,65546,5762888
echo 64 KiB,140,65536,65546,9299630
echo 64 KiB,141,65536,65546,9577323
echo 64 KiB,142,65536,65546,7803009
echo 64 KiB,143,65536,65546,10128815
echo 64 KiB,144,65536,65546,8455451
echo 64 KiB,145,65536,65546,9019692
echo 64 KiB,146,65536,65546,15391589
echo 64 KiB,147,65536,65546,10798734
echo 64 KiB,148,65536,65546,7844461
echo 64 KiB,149,65536,65546,8701018
echo 64 KiB,150,65536,65546,10251468
echo 64 KiB,151,65536,65546,8768218
echo 64 KiB,152,65536,65546,4064297
echo 64 KiB,153,65536,65546,6679255
echo 64 KiB,154,65536,65546,6466707
echo 64 KiB,155,65536,65546,4591443
echo 64 KiB,156,65536,65546,6850319
echo 64 KiB,157,65536,65546,7533998
echo 64 KiB,158,65536,65546,5795747
echo 64 KiB,159,65536,65546,6431194
echo 64 KiB,160,65536,65546,7729109
echo 64 KiB,161,65536,65546,5403633
echo 64 KiB,162,65536,65546,6774726
echo 64 KiB,163,65536,65546,5523762
echo 64 KiB,164,65536,65546,6066220
echo 64 KiB,165,65536,65546,15788920
echo 64 KiB,166,65536,65546,6068574
echo 64 KiB,167,65536,65546,7340730
echo 64 KiB,168,65536,65546,9725224
echo 64 KiB,169,65536,65546,15959185
echo 64 KiB,170,65536,65546,5993462
echo 64 KiB,171,65536,65546,7419627
echo 64 KiB,172,65536,65546,7581970
echo 64 KiB,173,65536,65546,4086731
echo 64 KiB,174,65536,65546,7078819
echo 64 KiB,175,65536,65546,7004659
echo 64 KiB,176,65536,65546,6209123
echo 64 KiB,177,65536,65546,8607959
echo 64 KiB,178,65536,65546,11999143
echo 64 KiB,179,65536,65546,6751541
echo 64 KiB,180,65536,65546,5967834
echo 64 KiB,181,65536,65546,7270615
echo 64 KiB,182,65536,65546,6349473
echo 64 KiB,183,65536,65546,9355923
echo 64 KiB,184,65536,65546,5957618
echo 64 KiB,185,65536,65546,8222624
echo 64 KiB,186,65536,65546,9371106
echo 64 KiB,187,65536,65546,4954474
echo 64 KiB,188,65536,65546,5994293
echo 64 KiB,189,65536,65546,5662068
echo 64 KiB,190,65536,65546,5312567
echo 64 KiB,191,65536,65546,14335584
echo 64 KiB,192,65536,65546,4275302
echo 64 KiB,193,65536,65546,7853725
echo 64 KiB,194,65536,65546,9022046
echo 64 KiB,195,65536,65546,6759614
echo 64 KiB,196,65536,65546,6334450
echo 64 KiB,197,65536,65546,7340970
echo 64 KiB,198,65536,65546,8469232
echo 64 KiB,199,65536,65546,7553106
