series,iteration,request_bytes,response_bytes,nanoseconds
push 2 KiB,170,2048,45,709428
push 2 KiB,171,2048,45,452905
push 2 KiB,172,2048,45,615838
push 2 KiB,173,2048,45,691190
push 2 KiB,174,2048,45,670310
push 2 KiB,175,2048,45,585753
push 2 KiB,176,2048,45,571853
push 2 KiB,177,2048,45,708435
push 2 KiB,178,2048,45,555948
push 2 KiB,179,2048,45,482910
push 2 KiB,180,2048,45,600756
push 2 KiB,181,2048,45,618081
push 2 KiB,182,2048,45,673794
push 2 KiB,183,2048,45,663449
push 2 KiB,184,2048,45,588977
push 2 KiB,185,2048,45,680364
push 2 KiB,186,2048,45,567717
push 2 KiB,187,2048,45,673093
push 2 KiB,188,2048,45,582988
push 2 KiB,189,2048,45,524271
push 2 KiB,190,2048,45,464963
push 2 KiB,191,2048,45,634185
push 2 KiB,192,2048,45,928423
push 2 KiB,193,2048,45,632403
push 2 KiB,194,2048,45,642427
push 2 KiB,195,2048,45,824017
push 2 KiB,196,2048,45,783908
push 2 KiB,197,2048,45,816968
push 2 KiB,198,2048,45,693293
push 2 KiB,199,2048,45,691681
echo 2 KiB,0,2048,2058,693974
echo 2 KiB,1,2048,2058,480866
echo 2 KiB,2,2048,2058,1049914
echo 2 KiB,3,2048,2058,791209
echo 2 KiB,4,2048,2058,799111
echo 2 KiB,5,2048,2058,782506
echo 2 KiB,6,2048,2058,814314
echo 2 KiB,7,2048,2058,559784
echo 2 KiB,8,2048,2058,711440
echo 2 KiB,9,2048,2058,905319
echo 2 KiB,10,2048,2058,822416
echo 2 KiB,11,2048,2058,980891
echo 2 KiB,12,2048,2058,697589
echo 2 KiB,13,2048,2058,915524
echo 2 KiB,14,2048,2058,973391
echo 2 KiB,15,2048,2058,760564
echo 2 KiB,16,2048,2058,914603
echo 2 KiB,17,2048,2058,697860
echo 2 KiB,18,2048,2058,714805
echo 2 KiB,19,2048,2058,589939
echo 2 KiB,20,2048,2058,836367
echo 2 KiB,21,2048,2058,721215
echo 2 KiB,22,2048,2058,665252
echo 2 KiB,23,2048,2058,715086
echo 2 KiB,24,2048,2058,698131
echo 2 KiB,25,2048,2058,716177
echo 2 KiB,26,2048,2058,715627
echo 2 KiB,27,2048,2058,609258
echo 2 KiB,28,2048,2058,737599
echo 2 KiB,29,2048,2058,792491
echo 2 KiB,30,2048,2058,843797
echo 2 KiB,31,2048,2058,768885
echo 2 KiB,32,2048,2058,700444
echo 2 KiB,33,2048,2058,775946
echo 2 KiB,34,2048,2058,684460
echo 2 KiB,35,2048,2058,537971
echo 2 KiB,36,2048,2058,579123
echo 2 KiB,37,2048,2058,713474
echo 2 KiB,38,2048,2058,540446
echo 2 KiB,39,2048,2058,605222
echo 2 KiB,40,2048,2058,657139
echo 2 KiB,41,2048,2058,568959
echo 2 KiB,42,2048,2058,735586
echo 2 KiB,43,2048,2058,724600
echo 2 KiB,44,2048,2058,627976
echo 2 KiB,45,2048,2058,724730
echo 2 KiB,46,2048,2058,586544
echo 2 KiB,47,2048,2058,660074
echo 2 KiB,48,2048,2058,708646
echo 2 KiB,49,2048,2058,705722
echo 2 KiB,50,2048,2058,788615
echo 2 KiB,51,2048,2058,608097
echo 2 KiB,52,2048,2058,716277
echo 2 KiB,53,2048,2058,802897
echo 2 KiB,54,2048,2058,781645
echo 2 KiB,55,2048,2058,972048
echo 2 KiB,56,2048,2058,623188
echo 2 KiB,57,2048,2058,572763
echo 2 KiB,58,2048,2058,677329
echo 2 KiB,59,2048,2058,754154
echo 2 KiB,60,2048,2058,707614
echo 2 KiB,61,2048,2058,774484
echo 2 KiB,62,2048,2058,820563
echo 2 KiB,63,2048,2058,669217
echo 2 KiB,64,2048,2058,1018157
echo 2 KiB,65,2048,2058,828255
echo 2 KiB,66,2048,2058,901163
echo 2 KiB,67,2048,2058,1031767
echo 2 KiB,68,2048,2058,755185
echo 2 KiB,69,2048,2058,809436
echo 2 KiB,70,2048,2058,633744
echo 2 KiB,71,2048,2058,1424753
echo 2 KiB,72,2048,2058,689397
echo 2 KiB,73,2048,2058,715757
echo 2 KiB,74,2048,2058,856897
echo 2 KiB,75,2048,2058,979560
echo 2 KiB,76,2048,2058,842055
echo 2 KiB,77,2048,2058,681826
echo 2 KiB,78,2048,2058,1202261
echo 2 KiB,79,2048,2058,855325
echo 2 KiB,80,2048,2058,812461
echo 2 KiB,81,2048,2058,755236
echo 2 KiB,82,2048,2058,1140980
echo 2 KiB,83,2048,2058,835305
echo 2 KiB,84,2048,2058,965589
echo 2 KiB,85,2048,2058,743699
echo 2 KiB,86,2048,2058,609939
echo 2 KiB,87,2048,2058,868223
echo 2 KiB,88,2048,2058,765882
echo 2 KiB,89,2048,2058,1194190
echo 2 KiB,90,2048,2058,772322
echo 2 KiB,91,2048,2058,796998
echo 2 KiB,92,2048,2058,931438
echo 2 KiB,93,2048,2058,663168
echo 2 KiB,94,2048,2058,938018
echo 2 KiB,95,2048,2058,750718
echo 2 KiB,96,2048,2058,647365
echo 2 KiB,97,2048,2058,649238
echo 2 KiB,98,2048,2058,810718
echo 2 KiB,99,2048,2058,1003055
echo 2 KiB,100,2048,2058,956035
echo 2 KiB,101,2048,2058,830077
echo 2 KiB,102,2048,2058,1567386
echo 2 KiB,103,2048,2058,794303
echo 2 KiB,104,2048,2058,1126399
echo 2 KiB,105,2048,2058,1012038
echo 2 KiB,106,2048,2058,953190
echo 2 KiB,107,2048,2058,1012238
echo 2 KiB,108,2048,2058,1004467
echo 2 KiB,109,2048,2058,754845
echo 2 KiB,110,2048,2058,997887
echo 2 KiB,111,2048,2058,800002
echo 2 KiB,112,2048,2058,908865
echo 2 KiB,113,2048,2058,702197
echo 2 KiB,114,2048,2058,995965
echo 2 KiB,115,2048,2058,842435
echo 2 KiB,116,2048,2058,976655
echo 2 KiB,117,2048,2058,965429
echo 2 KiB,118,2048,2058,882665
echo 2 KiB,119,2048,2058,795816
echo 2 KiB,120,2048,2058,883116
echo 2 KiB,121,2048,2058,859090
echo 2 KiB,122,2048,2058,727895
echo 2 KiB,123,2048,2058,904598
echo 2 KiB,124,2048,2058,817067
echo 2 KiB,125,2048,2058,746512
echo 2 KiB,126,2048,2058,843487
echo 2 KiB,127,2048,2058,701044
echo 2 KiB,128,2048,2058,590009
echo 2 KiB,129,2048,2058,1233598
echo 2 KiB,130,2048,2058,1123885
echo 2 KiB,131,2048,2058,786472
echo 2 KiB,132,2048,2058,691330
echo 2 KiB,133,2048,2058,765401
echo 2 KiB,134,2048,2058,773693
echo 2 KiB,135,2048,2058,918840
echo 2 KiB,136,2048,2058,904699
echo 2 KiB,137,2048,2058,821174
echo 2 KiB,138,2048,2058,727064
echo 2 KiB,139,2048,2058,664991
echo 2 KiB,140,2048,2058,858309
echo 2 KiB,141,2048,2058,740944
echo 2 KiB,142,2048,2058,796107
echo 2 KiB,143,2048,2058,681706
echo 2 KiB,144,2048,2058,757579
echo 2 KiB,145,2048,2058,759823
echo 2 KiB,146,2048,2058,628367
echo 2 KiB,147,2048,2058,994733
echo 2 KiB,148,2048,2058,1326346
echo 2 KiB,149,2048,2058,1012279
echo 2 KiB,150,2048,2058,968293
echo 2 KiB,151,2048,2058,841354
echo 2 KiB,152,2048,2058,691621
echo 2 KiB,153,2048,2058,861274
echo 2 KiB,154,2048,2058,801684
echo 2 KiB,155,2048,2058,717089
echo 2 KiB,156,2048,2058,733814
echo 2 KiB,157,2048,2058,788045
echo 2 KiB,158,2048,2058,697429
echo 2 KiB,159,2048,2058,890296
echo 2 KiB,160,2048,2058,821664
echo 2 KiB,161,2048,2058,776267
echo 2 KiB,162,2048,2058,892089
echo 2 KiB,163,2048,2058,734885
echo 2 KiB,164,2048,2058,614777
echo 2 KiB,165,2048,2058,744159
echo 2 KiB,166,2048,2058,1083185
echo 2 KiB,167,2048,2058,699222
echo 2 KiB,168,2048,2058,861224
echo 2 KiB,169,2048,2058,808254
echo 2 KiB,170,2048,2058,697009
echo 2 KiB,171,2048,2058,689218
echo 2 KiB,172,2048,2058,660574
echo 2 KiB,173,2048,2058,771680
echo 2 KiB,174,2048,2058,908844
echo 2 KiB,175,2048,2058,724239
echo 2 KiB,176,2048,2058,874514
echo 2 KiB,177,2048,2058,964087
echo 2 KiB,178,2048,2058,815896
echo 2 KiB,179,2048,2058,997146
echo 2 KiB,180,2048,2058,683178
echo 2 KiB,181,2048,2058,702147
echo 2 KiB,182,2048,2058,981522
echo 2 KiB,183,2048,2058,731070
echo 2 KiB,184,2048,2058,752541
echo 2 KiB,185,2048,2058,758921
echo 2 KiB,186,2048,2058,787634
echo 2 KiB,187,2048,2058,684089
echo 2 KiB,188,2048,2058,718421
echo 2 KiB,189,2048,2058,780132
echo 2 KiB,190,2048,2058,656558
echo 2 KiB,191,2048,2058,914863
echo 2 KiB,192,2048,2058,598463
echo 2 KiB,193,2048,2058,913381
echo 2 KiB,194,2048,2058,850027
echo 2 KiB,195,2048,2058,771640
echo 2 KiB,196,2048,2058,931588
echo 2 KiB,197,2048,2058,676218
echo 2 KiB,198,2048,2058,1046630
echo 2 KiB,199,2048,2058,933161
push 64 KiB,0,65536,45,3742758
push 64 KiB,1,65536,45,3086529
push 64 KiB,2,65536,45,3442120
push 64 KiB,3,65536,45,2915645
push 64 KiB,4,65536,45,5801797
push 64 KiB,5,65536,45,4400998
push 64 KiB,6,65536,45,3469610
push 64 KiB,7,65536,45,3352597
push 64 KiB,8,65536,45,3213429
push 64 KiB,9,65536,45,3224106
push 64 KiB,10,65536,45,3225817
push 64 KiB,11,65536,45,2297384
push 64 KiB,12,65536,45,3027783
push 64 KiB,13,65536,45,2672523
push 64 KiB,14,65536,45,4984919
push 64 KiB,15,65536,45,2586474
push 64 KiB,16,65536,45,3024928
push 64 KiB,17,65536,45,3008343
push 64 KiB,18,65536,45,2965289
push 64 KiB,19,65536,45,2524473
push 64 KiB,20,65536,45,3479696
push 64 KiB,21,65536,45,3152398
push 64 KiB,22,65536,45,3644471
push 64 KiB,23,65536,45,6987333
push 64 KiB,24,65536,45,4869847
push 64 KiB,25,65536,45,3429451
push 64 KiB,26,65536,45,3571923
push 64 KiB,27,65536,45,3222382
push 64 KiB,28,65536,45,3028584
push 64 KiB,29,65536,45,3821095
push 64 KiB,30,65536,45,2526496
push 64 KiB,31,65536,45,2879852
push 64 KiB,32,65536,45,2428719
push 64 KiB,33,65536,45,3744431
push 64 KiB,34,65536,45,4535119
push 64 KiB,35,65536,45,4199598
push 64 KiB,36,65536,45,5681607
push 64 KiB,37,65536,45,3784239
push 64 KiB,38,65536,45,4329322
push 64 KiB,39,65536,45,4289543
push 64 KiB,40,65536,45,3239148
push 64 KiB,41,65536,45,4670701
push 64 KiB,42,65536,45,4729138
push 64 KiB,43,65536,45,3353799
push 64 KiB,44,65536,45,2413737
push 64 KiB,45,65536,45,2626665
push 64 KiB,46,65536,45,3896867
push 64 KiB,47,65536,45,3229443
push 64 KiB,48,65536,45,2819932
push 64 KiB,49,65536,45,3317764
push 64 KiB,50,65536,45,3150675
push 64 KiB,51,65536,45,2574707
push 64 KiB,52,65536,45,2495990
push 64 KiB,53,65536,45,4466406
push 64 KiB,54,65536,45,2678983
push 64 KiB,55,65536,45,2688246
push 64 KiB,56,65536,45,3115694
push 64 KiB,57,65536,45,2736208
push 64 KiB,58,65536,45,3545063
push 64 KiB,59,65536,45,3407018
push 64 KiB,60,65536,45,3022314
push 64 KiB,61,65536,45,2517862
push 64 KiB,62,65536,45,3565053
push 64 KiB,63,65536,45,2943116
push 64 KiB,64,65536,45,3331855
push 64 KiB,65,65536,45,2894564
push 64 KiB,66,65536,45,3367469
push 64 KiB,67,65536,45,2926221
push 64 KiB,68,65536,45,4032580
push 64 KiB,69,65536,45,2977808
push 64 KiB,70,65536,45,2699352
push 64 KiB,71,65536,45,2379166
push 64 KiB,72,65536,45,2694475
push 64 KiB,73,65536,45,10091620
push 64 KiB,74,65536,45,3159078
push 64 KiB,75,65536,45,3315181
push 64 KiB,76,65536,45,3241090
push 64 KiB,77,65536,45,6845672
push 64 KiB,78,65536,45,3535048
push 64 KiB,79,65536,45,3475029
push 64 KiB,80,65536,45,3639985
push 64 KiB,81,65536,45,4677902
push 64 KiB,82,65536,45,4381289
push 64 KiB,83,65536,45,5768637
push 64 KiB,84,65536,45,4717090
push 64 KiB,85,65536,45,3442761
push 64 KiB,86,65536,45,5083637
push 64 KiB,87,65536,45,3178557
push 64 KiB,88,65536,45,5766343
push 64 KiB,89,65536,45,4657551
push 64 KiB,90,65536,45,4638193
push 64 KiB,91,65536,45,4274331
push 64 KiB,92,65536,45,4688417
push 64 KiB,93,65536,45,4231817
push 64 KiB,94,65536,45,3430372
push 64 KiB,95,65536,45,4137787
push 64 KiB,96,65536,45,4462440
push 64 KiB,97,65536,45,3753034
