I0921 20:50:39.945247       1 cli.go:275] **************** gVisor ****************
I0921 20:50:39.945409       1 cli.go:276] Version 0.0.0, go1.26.3, amd64, 64 CPUs, linux, PID 1, PPID 0, UID 0, GID 0
D0921 20:50:39.945447       1 cli.go:277] Page size: 0x1000 (4096 bytes)
I0921 20:50:39.945504       1 cli.go:278] Args: [runsc-sandbox --gofer-network-namespace=new --strace=true --pod-init-config=/tmp/pniroula/TestGovernedLoopback569555736/001/killed/pod-init.json --tunnel-socket=/dev/shm/t25-1782914161/a.sock --root=/dev/shm/t25-1782914161/killed-state --debug=true --platform=systrap --rootless=true --ignore-cgroups=true --tunnel-table=/tmp/pniroula/TestGovernedLoopback569555736/001/killed/table.json --debug-log=/tmp/pniroula/TestGovernedLoopback569555736/001/killed/debug/ --network=none --debug-log-fd=3 boot --bundle=/dev/shm/t25-1782914161/killed --gofer-mount-confs=lisafs:none --apply-caps=true --setup-root --total-host-memory 807732506624 --total-memory 807732506624 --attached --io-fds=4 --dev-io-fd=-1 --mounts-fd=5 --start-sync-fd=6 --pin-ring-fd=7 --controller-fd=8 --spec-fd=9 --pod-init-config-fd=10 --sink-fds=11 --tunnel-table-fd=12 --tunnel-fd=13 --stdio-fds=14 --stdio-fds=15 --stdio-fds=16 t25-killed-536947]
I0921 20:50:39.945560       1 config.go:569] Platform: systrap
I0921 20:50:39.945596       1 config.go:570] RootDir: /dev/shm/t25-1782914161/killed-state
I0921 20:50:39.945608       1 config.go:571] FileAccess: exclusive / Directfs: true / Overlay: root:self
I0921 20:50:39.945625       1 config.go:572] Network: none
I0921 20:50:39.945640       1 config.go:573] UseCPUNums: false
I0921 20:50:39.945652       1 config.go:575] Debug: true. Strace: true, max size: 1024, syscalls: 
W0921 20:50:39.945666       1 config.go:578] --allow-suid is disabled, SUID/SGID bits on executables will be ignored.
D0921 20:50:39.945680       1 config.go:596] Config.RootDir (--root): /dev/shm/t25-1782914161/killed-state
D0921 20:50:39.945698       1 config.go:596] Config.Traceback (--traceback): system
D0921 20:50:39.945713       1 config.go:596] Config.Debug (--debug): true
D0921 20:50:39.945725       1 config.go:596] Config.LogFilename (--log): (empty)
D0921 20:50:39.945789       1 config.go:596] Config.LogFormat (--log-format): text
D0921 20:50:39.945803       1 config.go:596] Config.DebugLog (--debug-log): /tmp/pniroula/TestGovernedLoopback569555736/001/killed/debug/
D0921 20:50:39.945817       1 config.go:596] Config.DebugToUserLog (--debug-to-user-log): false
D0921 20:50:39.945829       1 config.go:596] Config.DebugCommand (--debug-command): (empty)
D0921 20:50:39.945845       1 config.go:596] Config.PanicLog (--panic-log): (empty)
D0921 20:50:39.945864       1 config.go:596] Config.CoverageReport (--coverage-report): (empty)
D0921 20:50:39.945880       1 config.go:596] Config.DebugLogFormat (--debug-log-format): text
D0921 20:50:39.945899       1 config.go:596] Config.FileAccess (--file-access): exclusive
D0921 20:50:39.945916       1 config.go:596] Config.FileAccessMounts (--file-access-mounts): shared
D0921 20:50:39.945937       1 config.go:596] Config.Overlay (--overlay): false
D0921 20:50:39.945958       1 config.go:596] Config.Overlay2 (--overlay2): root:self
D0921 20:50:39.946008       1 config.go:596] Config.FSGoferHostUDS (--fsgofer-host-uds): false
D0921 20:50:39.946034       1 config.go:596] Config.HostUDS (--host-uds): none
D0921 20:50:39.946065       1 config.go:596] Config.HostFifo (--host-fifo): none
D0921 20:50:39.946084       1 config.go:596] Config.CharacterDevicePolicy (--character-device-policy): emulated-only
D0921 20:50:39.946103       1 config.go:596] Config.HostSettings (--host-settings): check
D0921 20:50:39.946123       1 config.go:596] Config.Network (--network): none
D0921 20:50:39.946160       1 config.go:596] Config.GoferNetworkNamespace (--gofer-network-namespace): new
D0921 20:50:39.946184       1 config.go:596] Config.EnableRaw (--net-raw): false
D0921 20:50:39.946197       1 config.go:596] Config.AllowPacketEndpointWrite (--allow-packet-socket-write): false
D0921 20:50:39.946213       1 config.go:596] Config.AllowLiveTCPMigration (--allow-live-tcp-migration): true
D0921 20:50:39.946289       1 config.go:596] Config.HostGSO (--gso): true
D0921 20:50:39.946302       1 config.go:596] Config.GVisorGSO (--software-gso): true
D0921 20:50:39.946313       1 config.go:596] Config.GVisorGRO (--gvisor-gro): false
D0921 20:50:39.946325       1 config.go:596] Config.TXChecksumOffload (--tx-checksum-offload): false
D0921 20:50:39.946338       1 config.go:596] Config.RXChecksumOffload (--rx-checksum-offload): true
D0921 20:50:39.946350       1 config.go:596] Config.QDisc (--qdisc): fifo
D0921 20:50:39.946366       1 config.go:596] Config.TBFRate (--qdisc-tbf-rate): 0
D0921 20:50:39.946381       1 config.go:596] Config.TBFBurst (--qdisc-tbf-burst): 0
D0921 20:50:39.946393       1 config.go:596] Config.LogPackets (--log-packets): false
D0921 20:50:39.946404       1 config.go:596] Config.PCAP (--pcap-log): (empty)
D0921 20:50:39.946434       1 config.go:596] Config.Platform (--platform): systrap
D0921 20:50:39.946452       1 config.go:596] Config.PlatformDevicePath (--platform_device_path): (empty)
D0921 20:50:39.946466       1 config.go:596] Config.MetricServer (--metric-server): (empty)
D0921 20:50:39.946483       1 config.go:596] Config.SidecarReleaseEnforcementPolicy (--sidecar-release-enforcement-policy): NEVER
D0921 20:50:39.946519       1 config.go:596] Config.FinalMetricsLog (--final-metrics-log): (empty)
D0921 20:50:39.946541       1 config.go:596] Config.ProfilingMetrics (--profiling-metrics): (empty)
D0921 20:50:39.946555       1 config.go:596] Config.ProfilingMetricsLog (--profiling-metrics-log): (empty)
D0921 20:50:39.946573       1 config.go:596] Config.ProfilingMetricsRate (--profiling-metrics-rate-us): 1000
D0921 20:50:39.946592       1 config.go:596] Config.Strace (--strace): true
D0921 20:50:39.946613       1 config.go:596] Config.StraceSyscalls (--strace-syscalls): (empty)
D0921 20:50:39.946639       1 config.go:596] Config.StraceLogSize (--strace-log-size): 1024
D0921 20:50:39.946667       1 config.go:596] Config.StraceEvent (--strace-event): false
D0921 20:50:39.946683       1 config.go:598] Config.DisableSeccomp: false
D0921 20:50:39.946728       1 config.go:596] Config.EnableCoreTags (--enable-core-tags): false
D0921 20:50:39.946781       1 config.go:596] Config.WatchdogAction (--watchdog-action): log
D0921 20:50:39.946809       1 config.go:596] Config.PanicSignal (--panic-signal): -1
D0921 20:50:39.946825       1 config.go:596] Config.ProfileEnable (--profile): false
D0921 20:50:39.946844       1 config.go:596] Config.ProfileBlock (--profile-block): (empty)
D0921 20:50:39.946874       1 config.go:596] Config.ProfileCPU (--profile-cpu): (empty)
D0921 20:50:39.946899       1 config.go:596] Config.ProfileGCInterval (--profile-gc-interval): 0s
D0921 20:50:39.946928       1 config.go:596] Config.ProfileHeap (--profile-heap): (empty)
D0921 20:50:39.946944       1 config.go:596] Config.ProfileMutex (--profile-mutex): (empty)
D0921 20:50:39.946960       1 config.go:596] Config.TraceFile (--trace): (empty)
D0921 20:50:39.946982       1 config.go:596] Config.NumNetworkChannels (--num-network-channels): 1
D0921 20:50:39.947000       1 config.go:596] Config.NetworkProcessorsPerChannel (--network-processors-per-channel): 0
D0921 20:50:39.947020       1 config.go:596] Config.Rootless (--rootless): true
D0921 20:50:39.947037       1 config.go:596] Config.AlsoLogToStderr (--alsologtostderr): false
D0921 20:50:39.947059       1 config.go:596] Config.ReferenceLeak (--ref-leak-mode): disabled
