I0921 20:50:42.845266       1 cli.go:275] **************** gVisor ****************
I0921 20:50:42.845428       1 cli.go:276] Version 0.0.0, go1.26.3, amd64, 64 CPUs, linux, PID 1, PPID 0, UID 0, GID 0
D0921 20:50:42.845473       1 cli.go:277] Page size: 0x1000 (4096 bytes)
I0921 20:50:42.845512       1 cli.go:278] Args: [runsc-sandbox --root=/dev/shm/t25-1782914161/early-push-state --debug=true --gofer-network-namespace=new --platform=systrap --rootless=true --tunnel-socket=/dev/shm/t25-1782914161/a.sock --tunnel-table=/tmp/pniroula/TestGovernedLoopback569555736/001/early-push/table.json --debug-log=/tmp/pniroula/TestGovernedLoopback569555736/001/early-push/debug/ --network=none --strace=true --ignore-cgroups=true --pod-init-config=/tmp/pniroula/TestGovernedLoopback569555736/001/early-push/pod-init.json --debug-log-fd=3 boot --bundle=/dev/shm/t25-1782914161/early-push --gofer-mount-confs=lisafs:none --apply-caps=true --setup-root --total-host-memory 807732506624 --total-memory 807732506624 --attached --io-fds=4 --dev-io-fd=-1 --mounts-fd=5 --start-sync-fd=6 --pin-ring-fd=7 --controller-fd=8 --spec-fd=9 --pod-init-config-fd=10 --sink-fds=11 --tunnel-table-fd=12 --tunnel-fd=13 --stdio-fds=14 --stdio-fds=15 --stdio-fds=16 t25-early-push-536947]
I0921 20:50:42.845594       1 config.go:569] Platform: systrap
I0921 20:50:42.845629       1 config.go:570] RootDir: /dev/shm/t25-1782914161/early-push-state
I0921 20:50:42.845647       1 config.go:571] FileAccess: exclusive / Directfs: true / Overlay: root:self
I0921 20:50:42.845673       1 config.go:572] Network: none
I0921 20:50:42.845693       1 config.go:573] UseCPUNums: false
I0921 20:50:42.845709       1 config.go:575] Debug: true. Strace: true, max size: 1024, syscalls: 
W0921 20:50:42.845727       1 config.go:578] --allow-suid is disabled, SUID/SGID bits on executables will be ignored.
D0921 20:50:42.845804       1 config.go:596] Config.RootDir (--root): /dev/shm/t25-1782914161/early-push-state
D0921 20:50:42.845828       1 config.go:596] Config.Traceback (--traceback): system
D0921 20:50:42.845849       1 config.go:596] Config.Debug (--debug): true
D0921 20:50:42.845864       1 config.go:596] Config.LogFilename (--log): (empty)
D0921 20:50:42.845881       1 config.go:596] Config.LogFormat (--log-format): text
D0921 20:50:42.845898       1 config.go:596] Config.DebugLog (--debug-log): /tmp/pniroula/TestGovernedLoopback569555736/001/early-push/debug/
D0921 20:50:42.845916       1 config.go:596] Config.DebugToUserLog (--debug-to-user-log): false
D0921 20:50:42.845931       1 config.go:596] Config.DebugCommand (--debug-command): (empty)
D0921 20:50:42.845949       1 config.go:596] Config.PanicLog (--panic-log): (empty)
D0921 20:50:42.845965       1 config.go:596] Config.CoverageReport (--coverage-report): (empty)
D0921 20:50:42.845982       1 config.go:596] Config.DebugLogFormat (--debug-log-format): text
D0921 20:50:42.845997       1 config.go:596] Config.FileAccess (--file-access): exclusive
D0921 20:50:42.846018       1 config.go:596] Config.FileAccessMounts (--file-access-mounts): shared
D0921 20:50:42.846036       1 config.go:596] Config.Overlay (--overlay): false
D0921 20:50:42.846054       1 config.go:596] Config.Overlay2 (--overlay2): root:self
D0921 20:50:42.846120       1 config.go:596] Config.FSGoferHostUDS (--fsgofer-host-uds): false
