I0921 20:37:47.639607       1 cli.go:275] **************** gVisor ****************
I0921 20:37:47.639799       1 cli.go:276] Version 0.0.0, go1.26.3, amd64, 64 CPUs, linux, PID 1, PPID 0, UID 0, GID 0
D0921 20:37:47.639858       1 cli.go:277] Page size: 0x1000 (4096 bytes)
I0921 20:37:47.639904       1 cli.go:278] Args: [runsc-sandbox --tunnel-socket=/dev/shm/t25-1274519801/a.sock --tunnel-table=/tmp/pniroula/TestGovernedLoopback522509036/001/on-policy/table.json --debug=true --debug-log=/tmp/pniroula/TestGovernedLoopback522509036/001/on-policy/debug/ --network=none --gofer-network-namespace=new --rootless=true --pod-init-config=/tmp/pniroula/TestGovernedLoopback522509036/001/on-policy/pod-init.json --root=/dev/shm/t25-1274519801/on-policy-state --platform=systrap --strace=true --ignore-cgroups=true --debug-log-fd=3 boot --bundle=/dev/shm/t25-1274519801/on-policy --gofer-mount-confs=lisafs:none --apply-caps=true --setup-root --total-host-memory 807732506624 --total-memory 807732506624 --attached --io-fds=4 --dev-io-fd=-1 --mounts-fd=5 --start-sync-fd=6 --pin-ring-fd=7 --controller-fd=8 --spec-fd=9 --pod-init-config-fd=10 --sink-fds=11 --tunnel-table-fd=12 --tunnel-fd=13 --stdio-fds=14 --stdio-fds=15 --stdio-fds=16 t25-on-policy-487204]
I0921 20:37:47.639977       1 config.go:569] Platform: systrap
I0921 20:37:47.640023       1 config.go:570] RootDir: /dev/shm/t25-1274519801/on-policy-state
I0921 20:37:47.640043       1 config.go:571] FileAccess: exclusive / Directfs: true / Overlay: root:self
I0921 20:37:47.640073       1 config.go:572] Network: none
I0921 20:37:47.640099       1 config.go:573] UseCPUNums: false
I0921 20:37:47.640119       1 config.go:575] Debug: true. Strace: true, max size: 1024, syscalls: 
W0921 20:37:47.640140       1 config.go:578] --allow-suid is disabled, SUID/SGID bits on executables will be ignored.
D0921 20:37:47.640164       1 config.go:596] Config.RootDir (--root): /dev/shm/t25-1274519801/on-policy-state
D0921 20:37:47.640194       1 config.go:596] Config.Traceback (--traceback): system
D0921 20:37:47.640215       1 config.go:596] Config.Debug (--debug): true
D0921 20:37:47.640236       1 config.go:596] Config.LogFilename (--log): (empty)
D0921 20:37:47.640256       1 config.go:596] Config.LogFormat (--log-format): text
D0921 20:37:47.640278       1 config.go:596] Config.DebugLog (--debug-log): /tmp/pniroula/TestGovernedLoopback522509036/001/on-policy/debug/
D0921 20:37:47.640301       1 config.go:596] Config.DebugToUserLog (--debug-to-user-log): false
D0921 20:37:47.640321       1 config.go:596] Config.DebugCommand (--debug-command): (empty)
D0921 20:37:47.640341       1 config.go:596] Config.PanicLog (--panic-log): (empty)
D0921 20:37:47.640360       1 config.go:596] Config.CoverageReport (--coverage-report): (empty)
D0921 20:37:47.640379       1 config.go:596] Config.DebugLogFormat (--debug-log-format): text
D0921 20:37:47.640404       1 config.go:596] Config.FileAccess (--file-access): exclusive
D0921 20:37:47.640426       1 config.go:596] Config.FileAccessMounts (--file-access-mounts): shared
D0921 20:37:47.640449       1 config.go:596] Config.Overlay (--overlay): false
D0921 20:37:47.640469       1 config.go:596] Config.Overlay2 (--overlay2): root:self
D0921 20:37:47.640532       1 config.go:596] Config.FSGoferHostUDS (--fsgofer-host-uds): false
D0921 20:37:47.640575       1 config.go:596] Config.HostUDS (--host-uds): none
D0921 20:37:47.640615       1 config.go:596] Config.HostFifo (--host-fifo): none
D0921 20:37:47.640640       1 config.go:596] Config.CharacterDevicePolicy (--character-device-policy): emulated-only
D0921 20:37:47.640666       1 config.go:596] Config.HostSettings (--host-settings): check
D0921 20:37:47.640689       1 config.go:596] Config.Network (--network): none
D0921 20:37:47.640711       1 config.go:596] Config.GoferNetworkNamespace (--gofer-network-namespace): new
D0921 20:37:47.640813       1 config.go:596] Config.EnableRaw (--net-raw): false
D0921 20:37:47.640838       1 config.go:596] Config.AllowPacketEndpointWrite (--allow-packet-socket-write): false
D0921 20:37:47.640861       1 config.go:596] Config.AllowLiveTCPMigration (--allow-live-tcp-migration): true
D0921 20:37:47.640903       1 config.go:596] Config.HostGSO (--gso): true
D0921 20:37:47.640923       1 config.go:596] Config.GVisorGSO (--software-gso): true
D0921 20:37:47.640940       1 config.go:596] Config.GVisorGRO (--gvisor-gro): false
D0921 20:37:47.640961       1 config.go:596] Config.TXChecksumOffload (--tx-checksum-offload): false
D0921 20:37:47.640982       1 config.go:596] Config.RXChecksumOffload (--rx-checksum-offload): true
D0921 20:37:47.641003       1 config.go:596] Config.QDisc (--qdisc): fifo
D0921 20:37:47.641028       1 config.go:596] Config.TBFRate (--qdisc-tbf-rate): 0
D0921 20:37:47.641050       1 config.go:596] Config.TBFBurst (--qdisc-tbf-burst): 0
D0921 20:37:47.641075       1 config.go:596] Config.LogPackets (--log-packets): false
D0921 20:37:47.641098       1 config.go:596] Config.PCAP (--pcap-log): (empty)
D0921 20:37:47.641117       1 config.go:596] Config.Platform (--platform): systrap
D0921 20:37:47.641158       1 config.go:596] Config.PlatformDevicePath (--platform_device_path): (empty)
D0921 20:37:47.641180       1 config.go:596] Config.MetricServer (--metric-server): (empty)
D0921 20:37:47.641217       1 config.go:596] Config.SidecarReleaseEnforcementPolicy (--sidecar-release-enforcement-policy): NEVER
D0921 20:37:47.641239       1 config.go:596] Config.FinalMetricsLog (--final-metrics-log): (empty)
D0921 20:37:47.641262       1 config.go:596] Config.ProfilingMetrics (--profiling-metrics): (empty)
D0921 20:37:47.641280       1 config.go:596] Config.ProfilingMetricsLog (--profiling-metrics-log): (empty)
D0921 20:37:47.641318       1 config.go:596] Config.ProfilingMetricsRate (--profiling-metrics-rate-us): 1000
D0921 20:37:47.641356       1 config.go:596] Config.Strace (--strace): true
D0921 20:37:47.641405       1 config.go:596] Config.StraceSyscalls (--strace-syscalls): (empty)
D0921 20:37:47.641472       1 config.go:596] Config.StraceLogSize (--strace-log-size): 1024
D0921 20:37:47.641522       1 config.go:596] Config.StraceEvent (--strace-event): false
